order_id,customer_id,product_id,channel_id,order_date,quantity,unit_price,total_amount,order_status,delivery_date
ORD-10892,CUST-0399,PROD-130,CH-01,2022-12-01,3,1868.22,5604.66,cancelled,
ORD-10893,CUST-0136,PROD-108,CH-03,2021-06-13,1,2898.12,2898.12,completed,2021-06-22
ORD-10894,CUST-0489,PROD-102,CH-02,2022-07-01,1,3124.58,3124.58,completed,2022-07-09
ORD-10895,CUST-0123,PROD-106,CH-01,2021-12-04,1,3605.58,3605.58,completed,2021-12-12
ORD-10896,CUST-0016,PROD-113,CH-01,2023-07-20,2,2239.31,4478.62,completed,2023-07-29
ORD-10897,CUST-0106,PROD-114,CH-02,2021-12-06,1,3231.42,3231.42,completed,2021-12-09
ORD-10898,CUST-0131,PROD-110,CH-01,2023-09-22,1,2635.02,2635.02,completed,2023-09-26
ORD-10899,CUST-0426,PROD-112,CH-01,2022-06-28,1,3413.06,3413.06,completed,2022-06-30
ORD-10900,CUST-0391,PROD-130,CH-01,2023-08-07,2,1868.22,3736.44,completed,2023-08-15
ORD-10901,CUST-0092,PROD-138,CH-01,2022-02-23,2,1695.68,3391.36,completed,2022-03-01
ORD-10902,CUST-0240,PROD-132,CH-02,2022-06-30,3,1633.99,4901.97,refunded,2022-07-06
ORD-10903,CUST-0079,PROD-128,CH-01,2022-07-01,3,2085.07,6255.21,completed,2022-07-07
ORD-10904,CUST-0499,PROD-115,CH-01,2022-05-18,2,2616.8,5233.6,completed,2022-05-22
ORD-10905,CUST-0163,PROD-143,CH-02,2021-06-09,1,2100.35,2100.35,completed,2021-06-13
ORD-10906,CUST-0406,PROD-131,CH-03,2022-05-17,1,2870.03,2870.03,completed,2022-05-26
ORD-10907,CUST-0131,PROD-142,CH-01,2021-12-29,1,1585.41,1585.41,cancelled,
ORD-10908,CUST-0179,PROD-101,CH-03,2022-11-23,3,2062.47,6187.41,completed,2022-12-01
ORD-10909,CUST-0310,PROD-129,CH-01,2022-09-17,2,2312.12,4624.24,completed,2022-09-22
ORD-10910,CUST-0126,PROD-114,CH-01,2021-03-10,1,3231.42,3231.42,completed,2021-03-13
ORD-10911,CUST-0294,PROD-132,CH-01,2021-05-08,2,1633.99,3267.98,completed,2021-05-14
ORD-10912,CUST-0063,PROD-128,CH-02,2023-11-19,1,2085.07,2085.07,completed,2023-11-23
ORD-10913,CUST-0386,PROD-114,CH-01,2021-01-02,1,3231.42,3231.42,completed,2021-01-06
ORD-10914,CUST-0108,PROD-101,CH-01,2021-05-22,1,2062.47,2062.47,completed,2021-05-24
ORD-10915,CUST-0473,PROD-137,CH-02,2021-05-17,2,1872.15,3744.3,completed,2021-05-20
ORD-10916,CUST-0152,PROD-122,CH-01,2021-09-04,2,2788.03,5576.06,completed,2021-09-11
ORD-10917,CUST-0360,PROD-130,CH-03,2022-07-11,5,1868.22,9341.1,completed,2022-07-15
ORD-10918,CUST-0042,PROD-123,CH-02,2023-06-17,4,1828.62,7314.48,completed,2023-06-20
ORD-10919,CUST-0114,PROD-117,CH-01,2022-08-14,1,2591.06,2591.06,completed,2022-08-23
ORD-10920,CUST-0275,PROD-137,CH-01,2023-04-13,1,1872.15,1872.15,completed,2023-04-18
ORD-10921,CUST-0358,PROD-102,CH-01,2022-02-01,1,3124.58,3124.58,completed,2022-02-06
ORD-10922,CUST-0007,PROD-113,CH-01,2021-01-04,5,2239.31,11196.55,completed,2021-01-06
ORD-10923,CUST-0247,PROD-108,CH-01,2022-10-16,1,2898.12,2898.12,completed,2022-10-22
ORD-10924,CUST-0023,PROD-123,CH-01,2021-10-17,2,1828.62,3657.24,completed,2021-10-26
ORD-10925,CUST-0027,PROD-123,CH-02,2023-12-28,2,1828.62,3657.24,completed,2023-12-31
ORD-10926,CUST-0391,PROD-106,CH-01,2021-01-25,2,3605.58,7211.16,refunded,2021-01-29
ORD-10927,CUST-0325,PROD-124,CH-02,2021-03-16,1,2616.01,2616.01,completed,2021-03-18
ORD-10928,CUST-0207,PROD-107,CH-03,2021-12-07,1,3718.81,3718.81,completed,2021-12-14
ORD-10929,CUST-0486,PROD-113,CH-02,2023-06-14,3,2239.31,6717.93,refunded,2023-06-21
ORD-10930,CUST-0380,PROD-130,CH-03,2022-06-25,1,1868.22,1868.22,cancelled,
ORD-10931,CUST-0050,PROD-107,CH-01,2023-06-04,1,3718.81,3718.81,completed,2023-06-10
ORD-10932,CUST-0189,PROD-135,CH-02,2022-10-18,1,1649.8,1649.8,completed,2022-10-20
ORD-10933,CUST-0074,PROD-124,CH-02,2021-12-03,3,2616.01,7848.03,completed,2021-12-06
ORD-10934,CUST-0007,PROD-123,CH-01,2022-08-25,5,1828.62,9143.1,pending,
ORD-10935,CUST-0079,PROD-130,CH-01,2021-03-21,3,1868.22,5604.66,completed,2021-03-23
ORD-10936,CUST-0293,PROD-111,CH-01,2021-08-05,2,3494.37,6988.74,completed,2021-08-11
ORD-10937,CUST-0138,PROD-101,CH-02,2023-06-14,4,2062.47,8249.88,completed,2023-06-20
ORD-10938,CUST-0164,PROD-109,CH-02,2021-02-07,1,2552.17,2552.17,completed,2021-02-15
ORD-10939,CUST-0212,PROD-102,CH-01,2021-08-16,2,3124.58,6249.16,completed,2021-08-25
ORD-10940,CUST-0363,PROD-117,CH-01,2021-10-04,3,2591.06,7773.18,completed,2021-10-13
ORD-10941,CUST-0112,PROD-108,CH-02,2023-06-08,1,2898.12,2898.12,completed,2023-06-16
ORD-10942,CUST-0256,PROD-138,CH-02,2021-06-02,1,1695.68,1695.68,completed,2021-06-08
ORD-10943,CUST-0402,PROD-147,CH-02,2021-07-23,1,1334.76,1334.76,completed,2021-07-29
ORD-10944,CUST-0143,PROD-110,CH-02,2021-03-27,2,2635.02,5270.04,completed,2021-03-30
ORD-10945,CUST-0043,PROD-113,CH-02,2022-06-26,2,2239.31,4478.62,completed,2022-07-03
ORD-10946,CUST-0262,PROD-105,CH-02,2022-08-22,1,3221.29,3221.29,cancelled,
ORD-10947,CUST-0155,PROD-124,CH-03,2022-01-17,3,2616.01,7848.03,completed,2022-01-20
ORD-10948,CUST-0462,PROD-107,CH-01,2021-06-28,1,3718.81,3718.81,pending,
ORD-10949,CUST-0045,PROD-111,CH-02,2021-01-14,3,3494.37,10483.11,completed,2021-01-22
ORD-10950,CUST-0258,PROD-145,CH-01,2022-05-19,3,2094.18,6282.54,completed,2022-05-27
ORD-10951,CUST-0461,PROD-147,CH-03,2021-11-19,1,1334.76,1334.76,completed,2021-11-25
ORD-10952,CUST-0403,PROD-104,CH-01,2023-11-03,1,2837.12,2837.12,refunded,2023-11-09
ORD-10953,CUST-0312,PROD-112,CH-03,2023-08-08,3,3413.06,10239.18,completed,2023-08-12
ORD-10954,CUST-0349,PROD-107,CH-01,2021-05-11,3,3718.81,11156.43,completed,2021-05-15
ORD-10955,CUST-0329,PROD-108,CH-01,2023-05-15,1,2898.12,2898.12,completed,2023-05-20
ORD-10956,CUST-0368,PROD-111,CH-01,2023-08-04,1,3494.37,3494.37,completed,2023-08-12
ORD-10957,CUST-0303,PROD-154,CH-01,2021-03-26,2,998.62,1997.24,completed,2021-04-04
ORD-10958,CUST-0311,PROD-153,CH-01,2021-06-05,1,920.02,920.02,completed,2021-06-14
ORD-10959,CUST-0183,PROD-104,CH-02,2023-01-02,2,2837.12,5674.24,cancelled,
ORD-10960,CUST-0123,PROD-104,CH-02,2021-05-09,1,2837.12,2837.12,completed,2021-05-15
ORD-10961,CUST-0488,PROD-137,CH-02,2023-05-30,1,1872.15,1872.15,completed,2023-06-06
ORD-10962,CUST-0069,PROD-118,CH-02,2022-06-01,1,1912.21,1912.21,completed,2022-06-05
ORD-10963,CUST-0002,PROD-116,CH-01,2023-04-09,1,1866.98,1866.98,cancelled,
ORD-10964,CUST-0254,PROD-110,CH-01,2022-10-06,1,2635.02,2635.02,refunded,2022-10-11
ORD-10965,CUST-0494,PROD-112,CH-01,2021-01-29,1,3413.06,3413.06,completed,2021-02-06
ORD-10966,CUST-0284,PROD-144,CH-01,2021-05-28,1,1202.67,1202.67,completed,2021-06-05
ORD-10967,CUST-0143,PROD-127,CH-01,2021-06-22,4,2641.01,10564.04,completed,2021-06-25
ORD-10968,CUST-0343,PROD-134,CH-02,2022-01-09,2,1351.99,2703.98,cancelled,
ORD-10969,CUST-0299,PROD-122,CH-02,2021-12-13,1,2788.03,2788.03,cancelled,
ORD-10970,CUST-0231,PROD-137,CH-02,2022-12-15,2,1872.15,3744.3,completed,2022-12-21
ORD-10971,CUST-0431,PROD-140,CH-01,2023-03-07,2,1752.42,3504.84,completed,2023-03-14
ORD-10972,CUST-0185,PROD-106,CH-03,2023-06-20,5,3605.58,18027.9,completed,2023-06-28
ORD-10973,CUST-0093,PROD-101,CH-01,2023-07-19,1,2062.47,2062.47,completed,2023-07-25
ORD-10974,CUST-0105,PROD-141,CH-02,2021-07-11,1,1788.8,1788.8,completed,2021-07-13
ORD-10975,CUST-0487,PROD-131,CH-01,2021-05-04,1,2870.03,2870.03,completed,2021-05-11
ORD-10976,CUST-0237,PROD-110,CH-01,2021-09-19,2,2635.02,5270.04,cancelled,
ORD-10977,CUST-0292,PROD-136,CH-01,2021-10-08,1,1227.29,1227.29,completed,2021-10-10
ORD-10978,CUST-0092,PROD-105,CH-01,2022-10-02,1,3221.29,3221.29,completed,2022-10-06
ORD-10979,CUST-0429,PROD-105,CH-01,2021-03-18,2,3221.29,6442.58,completed,2021-03-24
ORD-10980,CUST-0041,PROD-129,CH-01,2022-01-08,1,2312.12,2312.12,completed,2022-01-17
ORD-10981,CUST-0386,PROD-105,CH-01,2021-01-27,1,3221.29,3221.29,completed,2021-01-30
ORD-10982,CUST-0191,PROD-129,CH-03,2022-02-01,2,2312.12,4624.24,completed,2022-02-03
ORD-10983,CUST-0368,PROD-111,CH-02,2021-06-26,2,3494.37,6988.74,completed,2021-06-29
ORD-10984,CUST-0180,PROD-111,CH-02,2023-05-08,2,3494.37,6988.74,completed,2023-05-13
ORD-10985,CUST-0089,PROD-123,CH-01,2023-01-18,1,1828.62,1828.62,completed,2023-01-26
ORD-10986,CUST-0474,PROD-110,CH-02,2021-10-18,1,2635.02,2635.02,completed,2021-10-26
ORD-10987,CUST-0009,PROD-107,CH-02,2023-09-07,1,3718.81,3718.81,pending,
ORD-10988,CUST-0152,PROD-108,CH-02,2023-04-27,1,2898.12,2898.12,completed,2023-05-04
ORD-10989,CUST-0331,PROD-114,CH-01,2021-04-04,1,3231.42,3231.42,completed,2021-04-13
ORD-10990,CUST-0117,PROD-127,CH-02,2022-09-22,3,2641.01,7923.03,completed,2022-09-24
ORD-10991,CUST-0044,PROD-139,CH-01,2022-01-07,1,1168.54,1168.54,completed,2022-01-16
ORD-10992,CUST-0271,PROD-122,CH-02,2021-07-28,1,2788.03,2788.03,cancelled,
ORD-10993,CUST-0038,PROD-126,CH-03,2023-06-27,3,2119.57,6358.71,cancelled,
ORD-10994,CUST-0344,PROD-111,CH-01,2023-03-15,1,3494.37,3494.37,completed,2023-03-24
ORD-10995,CUST-0407,PROD-108,CH-02,2021-01-19,2,2898.12,5796.24,completed,2021-01-27
ORD-10996,CUST-0135,PROD-109,CH-01,2023-12-26,1,2552.17,2552.17,completed,2023-12-31
ORD-10997,CUST-0023,PROD-121,CH-01,2022-01-27,1,2039.76,2039.76,completed,2022-01-30
ORD-10998,CUST-0089,PROD-101,CH-01,2022-02-18,2,2062.47,4124.94,refunded,2022-02-22
ORD-10999,CUST-0152,PROD-153,CH-03,2023-04-08,1,920.02,920.02,completed,2023-04-16
ORD-11000,CUST-0128,PROD-119,CH-01,2023-08-26,1,2695.51,2695.51,completed,2023-09-02
ORD-11001,CUST-0382,PROD-105,CH-01,2022-06-13,5,3221.29,16106.45,completed,2022-06-22
ORD-11002,CUST-0021,PROD-106,CH-03,2021-11-01,3,3605.58,10816.74,cancelled,
ORD-11003,CUST-0007,PROD-136,CH-02,2023-06-08,2,1227.29,2454.58,completed,2023-06-16
ORD-11004,CUST-0344,PROD-136,CH-01,2022-09-12,1,1227.29,1227.29,completed,2022-09-17
ORD-11005,CUST-0178,PROD-111,CH-02,2021-05-18,1,3494.37,3494.37,completed,2021-05-20
ORD-11006,CUST-0162,PROD-155,CH-01,2021-12-21,1,469.35,469.35,completed,2021-12-28
ORD-11007,CUST-0275,PROD-122,CH-02,2021-01-15,2,2788.03,5576.06,completed,2021-01-19
ORD-11008,CUST-0497,PROD-107,CH-02,2022-05-06,2,3718.81,7437.62,completed,2022-05-11
ORD-11009,CUST-0434,PROD-104,CH-01,2021-12-18,1,2837.12,2837.12,completed,2021-12-23
ORD-11010,CUST-0368,PROD-103,CH-01,2023-01-11,2,3714.61,7429.22,completed,2023-01-14
ORD-11011,CUST-0467,PROD-107,CH-02,2023-05-17,1,3718.81,3718.81,completed,2023-05-20
ORD-11012,CUST-0214,PROD-139,CH-01,2021-01-05,3,1168.54,3505.62,completed,2021-01-14
ORD-11013,CUST-0191,PROD-136,CH-01,2023-07-08,3,1227.29,3681.87,completed,2023-07-11
ORD-11014,CUST-0441,PROD-151,CH-02,2023-02-01,2,694.05,1388.1,completed,2023-02-03
ORD-11015,CUST-0164,PROD-106,CH-01,2021-11-10,1,3605.58,3605.58,completed,2021-11-19
ORD-11016,CUST-0189,PROD-105,CH-01,2022-04-01,2,3221.29,6442.58,completed,2022-04-04
ORD-11017,CUST-0191,PROD-116,CH-01,2023-02-09,1,1866.98,1866.98,completed,2023-02-18
ORD-11018,CUST-0262,PROD-132,CH-01,2021-07-27,1,1633.99,1633.99,completed,2021-08-05
ORD-11019,CUST-0216,PROD-116,CH-02,2023-03-20,1,1866.98,1866.98,completed,2023-03-29
ORD-11020,CUST-0062,PROD-126,CH-02,2023-01-22,1,2119.57,2119.57,refunded,2023-01-28
ORD-11021,CUST-0474,PROD-131,CH-03,2021-01-17,1,2870.03,2870.03,completed,2021-01-21
ORD-11022,CUST-0135,PROD-139,CH-01,2022-08-27,1,1168.54,1168.54,refunded,2022-08-31
ORD-11023,CUST-0024,PROD-102,CH-01,2021-05-25,2,3124.58,6249.16,pending,
ORD-11024,CUST-0379,PROD-127,CH-02,2023-06-26,3,2641.01,7923.03,completed,2023-07-04
ORD-11025,CUST-0142,PROD-132,CH-03,2022-05-22,1,1633.99,1633.99,completed,2022-05-29
ORD-11026,CUST-0159,PROD-123,CH-01,2022-07-01,4,1828.62,7314.48,completed,2022-07-10
ORD-11027,CUST-0262,PROD-103,CH-03,2021-06-18,1,3714.61,3714.61,completed,2021-06-23
ORD-11028,CUST-0325,PROD-146,CH-02,2021-05-28,4,1869.39,7477.56,completed,2021-06-04
ORD-11029,CUST-0369,PROD-131,CH-02,2022-06-10,3,2870.03,8610.09,completed,2022-06-15
ORD-11030,CUST-0147,PROD-105,CH-01,2023-03-06,1,3221.29,3221.29,cancelled,
ORD-11031,CUST-0133,PROD-153,CH-01,2021-12-27,3,920.02,2760.06,completed,2021-12-30
ORD-11032,CUST-0331,PROD-155,CH-01,2023-11-24,2,469.35,938.7,completed,2023-11-28
ORD-11033,CUST-0374,PROD-104,CH-02,2023-01-15,1,2837.12,2837.12,completed,2023-01-19
ORD-11034,CUST-0164,PROD-153,CH-02,2021-01-26,1,920.02,920.02,completed,2021-01-29
ORD-11035,CUST-0089,PROD-111,CH-01,2023-09-02,1,3494.37,3494.37,pending,
ORD-11036,CUST-0271,PROD-142,CH-02,2022-09-19,1,1585.41,1585.41,completed,2022-09-21
ORD-11037,CUST-0234,PROD-112,CH-02,2021-12-13,1,3413.06,3413.06,completed,2021-12-22
ORD-11038,CUST-0377,PROD-114,CH-01,2021-07-11,1,3231.42,3231.42,completed,2021-07-13
ORD-11039,CUST-0358,PROD-123,CH-03,2022-09-14,2,1828.62,3657.24,pending,
ORD-11040,CUST-0441,PROD-141,CH-02,2023-05-18,2,1788.8,3577.6,completed,2023-05-26
ORD-11041,CUST-0453,PROD-109,CH-01,2022-10-09,1,2552.17,2552.17,completed,2022-10-15
ORD-11042,CUST-0496,PROD-151,CH-01,2023-10-30,1,694.05,694.05,completed,2023-11-05
ORD-11043,CUST-0077,PROD-110,CH-01,2022-11-09,1,2635.02,2635.02,completed,2022-11-18
ORD-11044,CUST-0189,PROD-138,CH-01,2022-06-07,2,1695.68,3391.36,cancelled,
ORD-11045,CUST-0079,PROD-151,CH-01,2023-07-08,2,694.05,1388.1,pending,
ORD-11046,CUST-0293,PROD-112,CH-01,2021-04-19,1,3413.06,3413.06,completed,2021-04-28
ORD-11047,CUST-0140,PROD-128,CH-01,2021-04-11,1,2085.07,2085.07,completed,2021-04-18
ORD-11048,CUST-0268,PROD-108,CH-02,2021-06-02,2,2898.12,5796.24,completed,2021-06-06
ORD-11049,CUST-0214,PROD-113,CH-01,2021-12-22,4,2239.31,8957.24,completed,2021-12-28
ORD-11050,CUST-0296,PROD-111,CH-01,2021-08-20,1,3494.37,3494.37,completed,2021-08-27
ORD-11051,CUST-0037,PROD-112,CH-01,2023-06-08,1,3413.06,3413.06,completed,2023-06-16
ORD-11052,CUST-0318,PROD-114,CH-03,2021-01-04,1,3231.42,3231.42,completed,2021-01-13
ORD-11053,CUST-0215,PROD-143,CH-01,2023-04-08,2,2100.35,4200.7,completed,2023-04-14
ORD-11054,CUST-0305,PROD-126,CH-01,2021-11-12,3,2119.57,6358.71,completed,2021-11-17
ORD-11055,CUST-0021,PROD-109,CH-02,2023-05-11,5,2552.17,12760.85,cancelled,
ORD-11056,CUST-0224,PROD-144,CH-01,2021-09-07,3,1202.67,3608.01,completed,2021-09-09
ORD-11057,CUST-0058,PROD-145,CH-01,2023-04-26,1,2094.18,2094.18,completed,2023-05-04
ORD-11058,CUST-0023,PROD-116,CH-01,2021-02-14,1,1866.98,1866.98,completed,2021-02-20
ORD-11059,CUST-0370,PROD-148,CH-01,2021-04-22,1,1847.98,1847.98,completed,2021-04-30
ORD-11060,CUST-0256,PROD-127,CH-03,2023-06-03,1,2641.01,2641.01,cancelled,
ORD-11061,CUST-0198,PROD-106,CH-02,2021-09-10,2,3605.58,7211.16,completed,2021-09-12
ORD-11062,CUST-0485,PROD-113,CH-02,2021-05-20,3,2239.31,6717.93,completed,2021-05-29
ORD-11063,CUST-0448,PROD-114,CH-01,2023-03-14,1,3231.42,3231.42,completed,2023-03-21
ORD-11064,CUST-0106,PROD-128,CH-03,2021-07-13,2,2085.07,4170.14,cancelled,
ORD-11065,CUST-0411,PROD-133,CH-01,2021-05-02,2,1042.17,2084.34,completed,2021-05-04
ORD-11066,CUST-0072,PROD-103,CH-01,2023-09-11,1,3714.61,3714.61,completed,2023-09-18
ORD-11067,CUST-0349,PROD-123,CH-01,2023-05-05,1,1828.62,1828.62,cancelled,
ORD-11068,CUST-0035,PROD-154,CH-01,2021-03-07,2,998.62,1997.24,completed,2021-03-10
ORD-11069,CUST-0086,PROD-111,CH-01,2022-09-04,2,3494.37,6988.74,completed,2022-09-12
ORD-11070,CUST-0395,PROD-106,CH-01,2023-05-29,2,3605.58,7211.16,cancelled,
ORD-11071,CUST-0261,PROD-150,CH-01,2022-12-07,2,583.16,1166.32,completed,2022-12-15
ORD-11072,CUST-0407,PROD-110,CH-01,2023-08-12,1,2635.02,2635.02,completed,2023-08-14
ORD-11073,CUST-0493,PROD-128,CH-01,2021-01-06,2,2085.07,4170.14,pending,
ORD-11074,CUST-0391,PROD-141,CH-01,2023-01-06,2,1788.8,3577.6,pending,
ORD-11075,CUST-0064,PROD-144,CH-03,2023-06-01,5,1202.67,6013.35,refunded,2023-06-05
ORD-11076,CUST-0393,PROD-104,CH-01,2021-07-22,1,2837.12,2837.12,completed,2021-07-24
ORD-11077,CUST-0045,PROD-109,CH-01,2023-04-24,3,2552.17,7656.51,completed,2023-04-29
ORD-11078,CUST-0077,PROD-107,CH-01,2022-12-21,1,3718.81,3718.81,completed,2022-12-26
ORD-11079,CUST-0028,PROD-139,CH-01,2023-04-15,1,1168.54,1168.54,completed,2023-04-17
ORD-11080,CUST-0072,PROD-113,CH-02,2022-04-21,1,2239.31,2239.31,completed,2022-04-29
ORD-11081,CUST-0028,PROD-125,CH-02,2021-07-12,2,2577.58,5155.16,cancelled,
ORD-11082,CUST-0365,PROD-102,CH-03,2021-06-18,1,3124.58,3124.58,pending,
ORD-11083,CUST-0033,PROD-118,CH-02,2023-10-17,2,1912.21,3824.42,completed,2023-10-22
ORD-11084,CUST-0331,PROD-147,CH-01,2021-07-27,1,1334.76,1334.76,completed,2021-07-30
ORD-11085,CUST-0318,PROD-121,CH-01,2023-10-22,2,2039.76,4079.52,completed,2023-10-25
ORD-11086,CUST-0447,PROD-108,CH-03,2022-01-14,5,2898.12,14490.6,completed,2022-01-19
ORD-11087,CUST-0368,PROD-132,CH-01,2023-12-31,2,1633.99,3267.98,completed,
ORD-11088,CUST-0294,PROD-132,CH-01,2023-10-30,2,1633.99,3267.98,cancelled,
ORD-11089,CUST-0405,PROD-102,CH-01,2023-06-23,2,3124.58,6249.16,refunded,2023-07-02
ORD-11090,CUST-0029,PROD-113,CH-01,2023-04-02,3,2239.31,6717.93,completed,2023-04-09
ORD-11091,CUST-0061,PROD-106,CH-02,2022-10-30,2,3605.58,7211.16,completed,2022-11-03
ORD-11092,CUST-0265,PROD-110,CH-02,2023-03-07,1,2635.02,2635.02,completed,2023-03-11
ORD-11093,CUST-0275,PROD-134,CH-01,2021-01-20,2,1351.99,2703.98,completed,2021-01-26
ORD-11094,CUST-0483,PROD-104,CH-01,2022-11-04,1,2837.12,2837.12,completed,2022-11-06
ORD-11095,CUST-0077,PROD-135,CH-01,2023-02-26,1,1649.8,1649.8,completed,2023-03-02
ORD-11096,CUST-0322,PROD-101,CH-01,2021-06-04,1,2062.47,2062.47,completed,2021-06-07
ORD-11097,CUST-0413,PROD-106,CH-01,2023-11-21,5,3605.58,18027.9,completed,2023-11-25
ORD-11098,CUST-0199,PROD-101,CH-02,2023-07-01,3,2062.47,6187.41,completed,2023-07-07
ORD-11099,CUST-0256,PROD-119,CH-02,2021-05-09,2,2695.51,5391.02,completed,2021-05-12
ORD-11100,CUST-0071,PROD-123,CH-02,2022-05-23,1,1828.62,1828.62,pending,
ORD-11101,CUST-0308,PROD-103,CH-03,2021-05-11,2,3714.61,7429.22,completed,2021-05-17
ORD-11102,CUST-0090,PROD-101,CH-01,2023-08-09,1,2062.47,2062.47,completed,2023-08-15
ORD-11103,CUST-0402,PROD-125,CH-03,2021-12-25,1,2577.58,2577.58,completed,2021-12-31
ORD-11104,CUST-0325,PROD-107,CH-01,2023-03-30,3,3718.81,11156.43,refunded,2023-04-01
ORD-11105,CUST-0268,PROD-130,CH-02,2023-03-14,1,1868.22,1868.22,pending,
ORD-11106,CUST-0255,PROD-105,CH-01,2021-06-24,4,3221.29,12885.16,completed,2021-07-02
ORD-11107,CUST-0168,PROD-144,CH-02,2021-12-18,3,1202.67,3608.01,pending,
ORD-11108,CUST-0354,PROD-107,CH-03,2023-07-18,1,3718.81,3718.81,completed,2023-07-27
ORD-11109,CUST-0043,PROD-151,CH-01,2021-04-30,3,694.05,2082.15,completed,2021-05-04
ORD-11110,CUST-0199,PROD-123,CH-02,2021-09-23,4,1828.62,7314.48,completed,2021-09-26
ORD-11111,CUST-0163,PROD-149,CH-01,2023-01-01,1,1190.52,1190.52,completed,2023-01-09
ORD-11112,CUST-0294,PROD-108,CH-03,2022-11-30,2,2898.12,5796.24,completed,2022-12-03
ORD-11113,CUST-0393,PROD-117,CH-01,2022-08-05,1,2591.06,2591.06,completed,2022-08-08
ORD-11114,CUST-0393,PROD-125,CH-03,2023-11-18,1,2577.58,2577.58,completed,2023-11-23
ORD-11115,CUST-0276,PROD-148,CH-01,2023-04-19,3,1847.98,5543.94,completed,2023-04-23
ORD-11116,CUST-0021,PROD-107,CH-01,2022-08-21,4,3718.81,14875.24,completed,2022-08-26
ORD-11117,CUST-0068,PROD-106,CH-03,2023-01-18,2,3605.58,7211.16,refunded,2023-01-23
ORD-11118,CUST-0344,PROD-106,CH-02,2023-06-19,2,3605.58,7211.16,completed,2023-06-27
ORD-11119,CUST-0234,PROD-134,CH-01,2023-07-03,1,1351.99,1351.99,completed,2023-07-11
ORD-11120,CUST-0006,PROD-104,CH-01,2023-08-18,2,2837.12,5674.24,completed,2023-08-21
ORD-11121,CUST-0060,PROD-112,CH-02,2021-09-18,1,3413.06,3413.06,completed,2021-09-21
ORD-11122,CUST-0191,PROD-105,CH-01,2021-02-14,1,3221.29,3221.29,refunded,2021-02-19
ORD-11123,CUST-0344,PROD-136,CH-01,2022-02-13,1,1227.29,1227.29,pending,
ORD-11124,CUST-0081,PROD-108,CH-01,2023-06-12,1,2898.12,2898.12,completed,2023-06-16
ORD-11125,CUST-0302,PROD-108,CH-01,2021-07-21,2,2898.12,5796.24,cancelled,
ORD-11126,CUST-0155,PROD-114,CH-01,2021-04-30,4,3231.42,12925.68,completed,2021-05-05
ORD-11127,CUST-0117,PROD-124,CH-01,2022-12-24,3,2616.01,7848.03,completed,2022-12-28
ORD-11128,CUST-0206,PROD-128,CH-03,2021-03-01,5,2085.07,10425.35,completed,2021-03-03
ORD-11129,CUST-0224,PROD-123,CH-03,2022-01-31,1,1828.62,1828.62,refunded,2022-02-09
ORD-11130,CUST-0188,PROD-114,CH-01,2023-03-28,1,3231.42,3231.42,completed,2023-04-04
ORD-11131,CUST-0387,PROD-146,CH-02,2021-09-05,2,1869.39,3738.78,completed,2021-09-13
ORD-11132,CUST-0368,PROD-108,CH-01,2021-02-11,2,2898.12,5796.24,completed,2021-02-17
ORD-11133,CUST-0401,PROD-138,CH-01,2022-11-28,4,1695.68,6782.72,completed,2022-12-01
ORD-11134,CUST-0280,PROD-145,CH-02,2021-01-09,1,2094.18,2094.18,completed,2021-01-17
ORD-11135,CUST-0072,PROD-145,CH-01,2022-12-30,1,2094.18,2094.18,completed,2023-01-07
ORD-11136,CUST-0023,PROD-102,CH-03,2022-10-16,1,3124.58,3124.58,completed,2022-10-19
ORD-11137,CUST-0365,PROD-103,CH-01,2022-09-06,1,3714.61,3714.61,completed,2022-09-14
ORD-11138,CUST-0159,PROD-106,CH-02,2023-05-27,3,3605.58,10816.74,completed,2023-06-05
ORD-11139,CUST-0155,PROD-104,CH-01,2022-09-03,4,2837.12,11348.48,completed,2022-09-11
ORD-11140,CUST-0041,PROD-155,CH-01,2023-01-02,1,469.35,469.35,completed,2023-01-09
ORD-11141,CUST-0391,PROD-141,CH-03,2021-04-06,2,1788.8,3577.6,completed,2021-04-13
ORD-11142,CUST-0178,PROD-102,CH-03,2022-01-13,1,3124.58,3124.58,completed,2022-01-19
ORD-11143,CUST-0215,PROD-132,CH-01,2023-04-10,4,1633.99,6535.96,completed,2023-04-17
ORD-11144,CUST-0008,PROD-109,CH-02,2023-03-05,2,2552.17,5104.34,completed,2023-03-12
ORD-11145,CUST-0494,PROD-102,CH-01,2022-01-12,1,3124.58,3124.58,completed,2022-01-15
ORD-11146,CUST-0363,PROD-124,CH-01,2022-11-27,4,2616.01,10464.04,completed,2022-12-02
ORD-11147,CUST-0027,PROD-129,CH-02,2021-10-05,3,2312.12,6936.36,completed,2021-10-12
ORD-11148,CUST-0143,PROD-104,CH-03,2023-03-23,2,2837.12,5674.24,completed,2023-03-29
ORD-11149,CUST-0448,PROD-133,CH-01,2023-03-26,2,1042.17,2084.34,cancelled,
ORD-11150,CUST-0062,PROD-134,CH-02,2021-03-30,2,1351.99,2703.98,refunded,2021-04-06
ORD-11151,CUST-0224,PROD-122,CH-01,2022-07-13,1,2788.03,2788.03,completed,2022-07-19
ORD-11152,CUST-0480,PROD-108,CH-03,2022-10-24,3,2898.12,8694.36,cancelled,
ORD-11153,CUST-0127,PROD-108,CH-02,2022-08-02,1,2898.12,2898.12,pending,
